Paragraph,happy,sad,anger,fear
‘ఎవరది’ అంటూ గట్టిగా అరిచిన గద్ద దగ్గరకు గజాగజా వణుకుతూ చేరింది పిల్లి. ఎవరో వచ్చి తన ఎదురుగా నిలుచున్నారని గ్రహించింది గద్ద.‘‘ఎవరు నువ్వు’’ అడిగింది.‘‘అయ్యా నా పేరు దీర్ఘకర్ణం. పిల్లిని’’‘‘పిల్లివా? నీకిక్కడేం పని? వెళ్ళిక్కణ్ణుంచి. లేదంటే చంపేస్తాను’’ బెదిరించింది గద్ద. నేరకపోయి చెట్టెక్కేను. దీనిపాలబడ్డాననుకుంటూ ఇలా అంది పిల్లి.‘‘నాకిక్కడ చాలా పని ఉంది. పని మీదే వచ్చానిక్కడికి. మీరు వెళ్ళిపొమ్మంటున్నారు. వె ళ్ళకపోతేచంపుతానంటున్నారు. ఎలా ఇప్పుడు’’ అంది పిల్లి.‘‘పనేంటసలు? ఎవరితో పని’’ అడిగింది గద్ద.‘‘మీతోనే పని’’‘‘నాతో నీకేం పని’’‘‘అయ్యా! నేను అన్ని పిల్లుల్లా కాదు. సాధుజంతువుని. శాఖాహారిని. మాంసం తినడం ఎప్పుడో మానేశాను.,50,20,10,20
"పుణ్యం కోసం రోజూ అదిగో అక్కడ గంగానదిలో స్నానం చేస్తుంటాను. బ్రహ్మచారిని. చాంద్రాయణ వ్రతంలో ఉన్నాను.’’‘‘ఉంటే’’ అడిగింది గద్ద.‘‘ఇంకేం లేదు. మీరు పెద్దలని, మంచివారని, నీతిశాస్త్రాన్ని పుక్కిటపట్టారని ఈ చుట్టుపక్కల పక్షులన్నీ అనుకుంటుండగా విన్నాను. అప్పట్నుంచీ మిమ్మల్ని కలవాలని, కలిసి మీతో మాట్లాడాలని నాదో చిన్న కోరిక. ఆ కోరిక తీర్చుకోవడానికి వచ్చాను.’’ అంది పిల్లి. తనని పిల్లి గౌరవించడం, తనని కలిసేందుకు రావడం ఎంతో గొప్పగా అనిపించింది గద్దకి.‘‘మీలాంటి పెద్దలతో మాట్లాడితే నాలుగు మంచి ముక్కలు చెవిన పడతాయి. నీతులూ, ధర్మాలూ తెలుసుకోవచ్చని ఆశగా వచ్చాను. వచ్చినందుకు బాగానే ఉంది.",10,60,10,20
"చంపుతానంటున్నారు.’’ బాధగా అంది పిల్లి.‘‘బాధపడకు! అసలు సంగతి ఏమిటంటే...ఈ చెట్టు మీద అనేక పక్షిగూళ్ళు ఉన్నాయి. ఆ గూళ్ళలో పిల్లలు ఉన్నాయి. పక్షిపిల్లలంటే పిల్లులకి ఇష్టం కదా! అందుకు వచ్చావేమోనని అనుమానించాను.’’‘‘రామ రామ! ఎంతమాట ఎంతమాట! పిల్లిగా పుట్టడమే మహాపాపం అనుకుంటుంటే అందులో మళ్ళీ అన్నెం పున్నెం ఎరుగని పక్షి పిల్లల్ని తినటం ఒకటా!! ఛఛ! ‘అహింస పరమో ధర్మః’ అన్నారు. అంటే జీవహింస చేయకపోవడమే అన్ని ధర్మాలలోకెల్లా గొప్ప ధర్మం. జీవహింస చేయని వారికే స్వర్గద్వారాలు తెరుచుకుంటాయట! భూతదయే గొప్ప ధర్మం. ఇన్ని తెలిసిన నేను, పాపం ఆ చిన్నారి పొన్నారి పక్షి పిల్లల్ని తింటానా? అది ఊహించడానికే అసహ్యంగా లేదూ’’ అంది పిల్లి.",20,50,10,20
"‘‘అది కాదు దీర్ఘకర్ణా’’ అని గద్ద ఏదో నచ్చజెప్పబోయేంతలో గద్ద మాటను పట్టించుకోకుండా మళ్ళీ ఇలా అంది పిల్లి.‘‘ఈ పాడుపొట్టను నింపుకోవాలంటే ఇంత పెద్ద అడవిలో ఏదో ఒకటి దొరక్కుండా పోదు. ఆఖరికి నాలుగాకులు తిన్నాకడుపు నిండిపోతుంది. అంతేగాని, చెట్టు మీది పిల్లలను చంపి తింటానా? చేజేతులా నరకాన్ని కోరుకుంటానా? ఎంతమాట ఎంతమాట’’పిల్లి గొంతులో పలికిన బాధ నిజం అనుకుంది గద్ద. ‘అయ్యయ్యో, పొరబడ్డానే’ అనుకుంది. పిల్లిని ఇలా ఓదార్చింది.",40,30,10,20
"అవును కదా’ అన్నట్టుగా కాకిని చూసింది జింక.‘‘చూడు, బతికినంత కాలం బతకం. రేపో మాపో అంతా చనిపోయే వాళ్ళమే! ఈ మూడునాళ్ళ ముచ్చట కోసం అనుమానాలూ, శత్రుత్వాలూ పెంచుకోవద్దు. మంచినే తలపెడదాం. మంచిగా ఉందాం. స్నేహంగా ఉందాం. నలుగురితో స్నేహంగా ఉండడం చాలా అవసరం.’’ అంది నక్క.‘‘నిజమే! ఉన్న నాలుగు రోజులూ కలిసి మెలసి ఉందాం. లేనిపోని అనుమానాలు అనవసరం.’’ అంది జింక. ఒప్పుకోక తప్పింది కాదు కాకికి. ‘సరే మరి’ అంది. కొద్ది రోజులు గడిచాయి. కాకి-నక్క-జింక స్నేహంగా ఉంటూ హాయి హాయిగా అడవి అంతా తిరగసాగాయి. ఒకరోజు జింకను తీసుకుని వెళ్ళి మంచి పంట పొలాన్ని చూపించింది నక్క. పంట ఎపుగా పెరిగి ఉందక్కడ.‘‘చూస్కో! కన్నుల పంటంటే ఇదే! కడుపునిండా తిను.’’ అన్నది నక్క. జింకకు పట్టపగ్గాలు లేకపోయాయి.",10,60,10,20
"పొలంలో పడి, పంటను తిన్నది. మర్నాడు, ఆ మర్నాడు...అలా వారం పదిరోజులుగా పంటను తినేస్తోంది జింక. రోజు రోజుకీ పంట తరిగిపోవడంతో ‘ఏదో జంతువు పొలంలో పడి పంటను తినేస్తోంది. దాని అంతు చూడాల్సిందే. దాన్ని ప్రాణాలతో వదలకూడదు’ అనుకున్నాడు ఆ పొలం యజమాని. బాగా ఆలోచించి పొలంలో వలపన్నాడు. ఆకలికి పరుగుదీస్తూ పొలంలోకి వచ్చింది జింక. వచ్చి, అక్కడ పన్నిన వలలో చిక్కుకుంది. బయటపడేందుకు తీవ్రంగా ప్రయత్నించింది. తన వల్ల కాలేదు. అలసిపోయి చతికిలబడింది జింక. తొందరగా నక్క వస్తే బాగుణ్ణనుకుంది. తోడుకుని పోయేందుకు నక్క రావడం మామూలే! నక్క వచ్చిందంటే ప్రాణాలు దక్కినట్టేననుకుంది. నక్క కోసం వేచి చూడసాగింది.",20,50,10,20
కాస్సేపటికి నక్క వచ్చిందక్కడికి. వలలో చిక్కుకుని బిక్కుబిక్కుమంటున్న జింకను చూసింది. పండగేననుకుంది తనకి. పొలం యజమాని వచ్చాడంటే జింకకు చావు తప్పదు. కొట్టి కొట్టి చంపుతాడతను. అప్పుడు ఎంచక్కా కరువు తీరా జింక మాంసాన్ని తినవచ్చన నుకుంది నక్క. అయితే లోలోపలి తన భావాలేవీ జింక గ్రహించకుండా బయటికి బాధ నటిస్తూ జింక దగ్గరగా పరుగు పరుగున వచ్చింది నక్క.‘‘వచ్చావా! నీకోసమే చూస్తున్నాను. రారా! తొందరగా వల తాళ్ళను కొరుకు. బయటపడతాను. ఈ పొలం యజమాని రాక ముందే మన ం ఇక్కణ్ణుంచి పారిపోవాలి.’’ అంది జింక.,30,40,10,20
"‘అవునవును’’ అంటూ వల తాళ్ళను కొరికేందుకు ప్రయత్నిస్తున్నట్టుగా చూసి, తర్వాత తాళ్ళ వాసనను భరించలేనట్టుగా దూరంగా జరిగింది నక్క.‘‘ఏమయింది’’ అడిగింది జింక.‘‘ఈ వల తాళ్ళు ఏ జంతువు నరాలతో చేశారోగాని, ఒకటే వాసన వేస్తున్నాయి. అదలా ఉండనీ! ఈ తాళ్ళను కొరకాలంటే ఈ రోజు సోమవారం. సోమవారం నాడు నేను ఏ జంతువు నరాలనూ ముట్టను. ముడితే వ్రతభంగం అయిపోతుంది. పాపం చుట్టుకుంటుంది.’’ అంది నక్క.ఊహించని జావాబు అది. జింకకు స్పృహ తప్పినంత పనయింది.",50,20,10,20
"తనని జింక-కాకి చూస్తున్నారన్నది గమనించి వాళ్ళను చూడక ఇటుగా ముఖం తిప్పుకుంది నక్క.‘‘నా చావుకోసం చూస్తున్నాడు. నా మాంసం కోసం కాచుక్కూర్చున్నాడు.’’ బాధపడుతూ చెప్పింది జింక. అంతా అర్థమయింది కాకికి.‘‘నేను ముందే చెప్పాను. విన్నావా? చూడిప్పుడు ఏం జరిగిందో! చెడ్డవాడు చెడ్డవాడే! వాడు మంచివారికి కూడా కీడే తలపెడతాడు. నేను వాడికి కీడు తలపెట్టలేదు, వాడు నాకు కీడు తలపెట్టాడనుకోవడం తప్పు.’’ అంది కాకి.జింక కళ్ళు చెమర్చుకుంది.‘‘మృత్యుముఖంలో ఉన్నవారు, కమ్ముకొస్తోన్న చీకటిని గుర్తించలేరు. ఆకాశంకేసి చూడలేరు. బంధు మిత్రుల మాటలు వినిపించుకోరని పెద్దలు వూరకనే అనలేదు’’ అంది కాకి.తలొంచుకుంది జింక",10,60,10,20
"‘‘ఎదురుగా ఉండి పొగుడుతూ వెనుక గోతులు తీసే స్నేహితులు, పాలబిందెలనిపించే విషపు కుండల్లాటివారు. వాళ్ళతో స్నేహం పనికిరాదు.’’ అన్నది కాకి.‘‘నీ మాటలన్నీ నిజాలే! మంచివారితో స్నేహం చేస్తే అన్నీ లాభాలూ, ఆనందాలే! చెడ్డవారితో స్నేహం చేస్తే అన్నీ నష్టాలూ కష్టాలే! నక్క మాటలు విని మోసపోయాను. అది తేనె పూసిన కత్తి అని తెలుసుకోలేక పోయాను’’ అన్నది జింక. అంతలో పొలం యజమాని అక్కడికి రాసాగాడు. అతని చేతిలో దుడ్డుకర్ర ఉంది. ఆ కర్రనూ, కోపంగా పెద్దపెద్దగా అంగలు వేసుకుంటూ వస్తోన్న యజమానినీ కాకితో పాటుగా చూసి చావు భయంతో వణికిపోయింది జింక.",20,50,10,20
"‘అయిపోయాను మిత్రమా, యజమాని వచ్చేస్తున్నాడు.’’ అంది.‘‘అవును. ఏం చేద్దాం? ఏం చెయ్యాలి’’ ఆలోచనలో పడింది కాకి. శరవేగంగా ఆలోచించి ఓ నిర్ణయానికి వచ్చింది.‘‘మిత్రమా! ఇప్పుడు నువ్వు ఈ వల నుంచి తప్పించుకోవాలంటే ఒకే ఒక ఉపాయం ఉంది. అదేంటంటే...నువ్వు ఊపిరి బిగిబట్టి, కాళ్ళు చాచి బిర్రబిగుసుకుని చచ్చినట్టు పడి ఉండు. నువ్వు చచ్చిపోయావని యజమానికి మరింత నమ్మకం కలిగేలా నేను, నీ కళ్ళ మీద నా ముక్కుతో పొడుస్తూ ఉంటాను.’’‘‘అమ్మో’’ అంది జింక.‘‘పొడుస్తున్నట్టుగా నటిస్తాను. అంతే! అది చూసి నువ్వు నిజంగానే చచ్చిపోయావనుకుని, యజమాని నీ మీది వల తొలగిస్తాడు. సమయం చూసి అప్పుడు నేను కావు మని అరుస్తాను.",40,30,10,20
 అదే గుర్తు. వెంటనే లేచి నువ్వు పారిపో’’ అంది కాకి.‘‘బలే బలే’’ అంది జింక. కాకి చెప్పినట్టుగానే ఊపిరి బిగబట్టింది. కాళ్ళు చాచి బిర్రబిగుసుకుంది. చచ్చినట్టు పడి ఉంది. జింక కళ్ళను ముక్కుతో పొడుస్తూ కాకి నిలుచుంది.పొలం యజమాని జింక దగ్గరగా వచ్చాడు. అతన్ని చూస్తూనే ఎగిరి పోయింది కాకి. దగ్గరగా ఉన్న చెట్టుకొమ్మ మీద వాలింది. జింకను తేరిపార చూశాడు యజమాని. కదలిక లేదు జింకలో. దాంతో ఇది చచ్చినట్టుందే అనుకున్నాడు. జింక మీది వలను తొలగించాడు. అదే అవకాశంగా కాకి కావుమంటూ అరిచింది. అంతే! జింక పరుగందుకుంది. జరిగిందాన్ని నమ్మలేక పోయాడు యజమాని. కోపం వచ్చిందతనికి. చేతిలోని దుడ్డుకర్రను జింక మీదికి గురిపెట్టి విసిరాడు. జింక తప్పించుకుంది. అయితే ఆ కర్ర చాటుగా నక్కి ఉన్న నక్కకి తగిలింది. బలంగా తగిలింది దెబ్బ. ఆ దెబ్బకి నక్క ప్రాణాలు పోయాయి. చచ్చిపోయిందది.,10,60,10,20
"‘‘నేనూ పావురాల రాజు చిత్రగ్రీవుడులాంటి వాణ్ణే! నన్ను నమ్ము మిత్రమా’’ ప్రాధేయపడ్డాడు. అయినా కరగలేదు హిరణ్యకుడు. స్నేహానికి ఒప్పుకోలేదు.‘‘నువ్వు నా శత్రుజాతికి చెందిన వాడివి. నీకూ నాకూ స్నేహం గిట్టదు. నీటి మీద నడిచే పడవలు, నేల మీద నడవలేవు. అలాగే నేల మీద నడిచే బళ్ళు నీటి మీద నడవలేవు. అందని మామిడి పుల్లన అనుకో! వెళ్ళిపో ఇక్కణ్ణుంచి.’’ అన్నాడు హిరణ్యకుడు. లఘు పతనకుడు కదల్లేదు అక్కణ్ణుంచి.‘‘నన్ను అపార్థం చేసుకుంటున్నావు. మంచివాడితో స్నేహం మరపురానిది. నేను మంచివాణ్ణి. నా స్నేహం నీకు బలే ఆనందాన్ని కలిగిస్తుంది. కాదంటావా, తిండీతిప్పలూ మాని కూర్చుంటాను. నిరాహారదీక్ష చేస్తాను’’ అన్నాడు లఘుపతనకుడు.హిరణ్యకుడు నుంచి ఉలుకూ పలుకూ లేదు.‘‘మంచిమనసు, త్యాగం, దయ, స్నేహం మంచి గుణాలు. అవన్నీ నీ దగ్గర ఉన్నాయి.",20,50,10,20
"నీతో స్నేహం నాకు కావాలి. నువ్వొద్దంటే చచ్చిపోతాను.’’‘‘వద్దొద్దు’’ ఆందోళన చెందాడు హిరణ్యకుడు.‘‘నీ మాటలు మంచిగంధంలాగ చల్లగా ఉన్నాయి. పన్నీటి జల్లులాగ హాయిగా బాగున్నాయి. మనసులో ఒకటి, మాటలలో ఒకటి, చేతలలో ఒకటి చేసే బుద్ధి నీది కాదనిపిస్తోంది. నీతో స్నేహం చేస్తాను. నీ స్నేహం నాకు కావాలి. ఈరోజు నుంచీ నువ్వూ నేనూ స్నేహితులం.’’ అంటూ కలుగులోంచి బయటికి వచ్చాడు హిరణ్యకుడు. లఘుపతనకుణ్ణి చూసి నవ్వాడు. అప్పణ్ణుంచీ వాళ్ళిద్దరూ మంచిమిత్రులైపోయారు. తింటే ఇద్దరూ కలిసి తినేవాళ్ళు. ప్రయాణిస్తే కలిసి ప్రయాణించేవారు. కబుర్లే కాదు, కష్టాలూ నష్టాలూ అన్నీ ఇద్దరూ కలబోసుకోసాగారు.",30,40,10,20
"ఒక రోజు హిరణ్యకుడూ, లఘుపతనకుడూ కబుర్లలో పడ్డారు. ఆ మాటా ఈ మాటా మాట్లాడుకోసాగారు.‘‘రోజు రోజుకీ ఇక్కడ తిండి దొరకడం కష్టంగా ఉంది. వేరే చోటుకి వెళ్ళిపోతే ఎలా ఉంటుందంటావు?’’ అడిగాడు లఘుపతనకుడు.‘‘బాగుండదేమో! పళ్ళకూ, జుట్టుకూ, గోళ్ళకూ, మనుషులకూ ఉన్న చోట ఉంటేనే బాగుంటుంది. స్థానబలిమి ఉంటుంది. మారితే బలం తగ్గిపోతుంది.’’ అన్నాడు హిరణ్యకుడు.‘‘అదంతా బలహీనుల విషయంలో. శారీరకంగా మానసికంగా బలమైన వాళ్ళు ఎక్కడున్నా, ఎక్కడికి వెళ్ళినా బాగానే ఉంటుంది. ఏనుగులూ, సింహాల్నీ చూడు, ఎక్కడికి పడితే అక్కడికి వెళ్తూ హాయిగా, ఆనందంగా ఉండట్లేదూ? అలాగే మనమూ! యేళ్ళకేళ్ళు ఉన్నచోటే ఉండడం ప్రమాదం కూడాను’’ అన్నాడు లఘు పతనకుడు.‘‘నీకిక్కడ ఉండాలని లేదు. ఆ సంగతి తెలుస్తోంది.",50,20,10,20
"ఎక్కడికి వెళ్ళాలని నీ ఉద్దేశం’’‘‘ఎక్కడికంటే...దండకారణ్యం ఉందా? అక్కడ కర్పూరగౌరం అని ఓ చెరువు ఉంది. ఆ చెరువులో మంథరుడు అని తాబేలు ఉంది. అతను నాకు మంచి మిత్రుడు. మంచివాడు. బుద్ధిమంతుడు. ఇతరులకు ఎన్నయినా నీతులు చెప్పవచ్చు. వాటిని మనం ఆచరించాలంటే కష్టం. అయితే మంథరుడు తను నీతులు చెప్పడమే కాదు, వాటిని ఆచరించి చూపుతాడు. పైగా దయాధర్మపరుడు.",10,60,10,20
"అతనితో ఉన్న రోజుల్లో నాకొకొక్కసారి తిండి దొరికేదికాదు, అప్పుడు మంథరుడు ఏం చేసేవాడంటే... తాను పట్టుకున్న చేపల్నే నాకు కొన్ని పెట్టి ఆదరించేవాడు. పదే పదే గుర్తుకొస్తున్నాడిప్పుడు. అతని దగ్గరికి వెళ్ళిపోదామనిపిస్తోంది.’’ అన్నాడు లఘుపతనకుడు.‘‘నువ్వు వెళ్ళిపోతే నేనేం కావాలి. గౌరవం లేని చోటా, తిండి దొరకని చోటా, బంధుమిత్రులు లేని చోటా ఉండకూడదంటారు. అందుకని, నేనూ నీతో పాటు వచ్చేస్తాను. పద’’ అన్నాడు హిరణ్యకుడు.తనతో పాటు హిరణ్యకుడు వస్తానంటే లఘుపతనకుడి ఆనందానికి అంతులేకుండా పోయింది.‘‘నిజంగా వస్తావా’’ అడిగాడు.‘‘నిజంగానే వస్తాను, పద’’ అన్నాడు హిరణ్యకుడు.ఇద్దరూ బయల్దేరారు. దారిలో దొరికినవి తింటూ, కబుర్లాడుకుంటూ ప్రయాణించారు. కొన్నాళ్ళకు మంథరుణ్ణి చేరారు. దూరం నుంచే లఘుపతనకుణ్ణి చూసి పొంగిపోయాడు మంథరుడు. తోడుగా వచ్చిన హిరణ్యకుణ్ణి చూసి కూడా సంతోషించాడు. ఇద్దరికీ అతిథి మర్యాదలు చేశాడు.‘‘హిరణ్యకుడు అని ఇతను ఎలుకల రాజు",10,70,10,10
"మంథరునికి హిరణ్యకుణ్ణి పరిచయం చేశాడు లఘుపతనకుడు.‘‘రాజువయితే ఊరిలో ఉండాలి. అరణ్యంలో ఉండడమేమిటి? అడుగుతున్నానని ఏమీ అనుకోకపోతే అడవిలో ఎందుకుంటున్నావు?’’ హిరణ్యకుణ్ణి అడిగాడు మంథరుడు.‘‘ఎందుకుంటున్నానంటే...’’ అంటూ తన కథను ఇలా చెప్పుకొచ్చాడు హిరణ్యకుడు.‘‘అప్పట్లో నేను చంపకవతి అనే పట్టణంలో ఉండేవాణ్ణి. ఆ పట్టణంలో నాలాంటి ఎలుకలే కాదు, సన్యాసులు కూడా ఎక్కువగా ఉండేవారు. చూడాకర్ణుడు అని ఓ సన్యాసి ఉండేవాడక్కడ. అతను భోజనం చేసిన తర్వాత మిగిలిన భోజన పదార్థాల్ని ఓ గిన్నెలో పెట్టి, దాన్ని ఉట్టెలో పెట్టి నిద్రపోయేవాడు.",20,60,10,10
"అతనలా నిద్ర పోగానే నేనిలా ఆ ఉట్టెను అందుకుని, గిన్నెలోకి ప్రవే శించి, అందులోని భోజనపదార్ధాలన్నీ తిని త్రేన్చేవాణ్ణి. ఇది గమనించాడు చూడాకర్ణుడు. నన్ను కర్రతో బెదిరించ సాగాడు. ఒకనాడు, వీణాకర్ణుడని, చూడాకర్ణుని మిత్రుడు వచ్చాడక్కడకి. అతనితో మాట్లాడుతూ మధ్య మధ్యలో కర్రను నేలకు తాటిస్తూ కూర్చున్నాడు. పదేపదే కర్రను నేలకి తాటించి చూడాకర్ణుడు పెద్దగా శబ్దం చేయడం వీణాకర్ణునికి అంతుచిక్కలేదు.",30,50,10,10
"‘ఏంటయ్యా ఈ గోల’ అడిగాడు.‘ఏం చెప్పమంటావు! ఈ గదిలో ఓ ఎలుక తిరుగుతోంది. నేను అదిగో ఆ ఉట్టెలో దాచిపెట్టుకున్న నా భోజన పదార్ధాలని తినేస్తోంది. పెద్ద బెడదయి పోయింది దాంతో.’ అన్నాడు. ఉట్టె చాలా ఎత్తులో ఉంది. దాన్ని ఎలుక అందుకోవడమేమిటి? ఆశ్చర్య పోయాడు వీణాకర్ణుడు.‘ఉట్టె మీదికి ఎలుక ఎగురుతోందా? నీ భోజన పదార్ధాల్ని తినేస్తోందా? ఆశ్చర్యంగా ఉందే! ఇంత చిన్న ఎలుక,అంత ఎత్తున ఉన్న ఉట్టె అందుకుంటోందంటే...ఇదేదో బాగా ఆలోచించాల్సిన విషయమే’ అన్నాడు వీణాకర్ణుడు. ఎప్పుడో జరిగిన సంఘటన ఒకటి అతనికి చప్పున గుర్తుకు వచ్చింది. దాన్ని చెప్పసాగాడిలా",40,40,10,10
"‘ఆ మధ్య నేను రోజూ ఓ బ్రాహ్మణుని ఇంటికి భిక్షకు వెళ్ళేవాణ్ణి. ఓ రోజు నేను భిక్షకు వెళ్ళిన వేళ, ఆ బ్రాహ్మణుడు భార్యతో ఇలా అనడం వినిపించింది.‘ఇదిగో, రేపు అమావాస్య. సాటి బ్రాహ్మణులకు ఇంత అన్నం పెడితే పుణ్యం. ఏం వండుతున్నావు’ అడిగాడు.‘ఏం వండను? ఉంటే వండిపెడతాను. లేని దానికి ఏం వండను?’ అడిగింది భార్య. ఆ ఇంట అన్నీ నిండుకున్నాయి. ఆ విషయంలో ఆమె చాలా కోపంగా ఉంది.‘ఉంటే ఎవరయినా వండి పెడతారు. లేనప్పుడు వండి పెట్టడమే గొప్ప. ఉన్నదానితోనే ఏదో ఒకటి వండిపెట్టు. అంతేకాని, అది లేదు, ఇది లేదంటూ రాగాలు తీయకు’ అన్నాడు బ్రాహ్మణుడు. భార్య ఇంట్లో లేమిని ఎత్తి చూపడాన్ని అతను తట్టుకోలేకపోయాడు.‘సరే, రాగాలు తీయను. ఉన్నదానితోనే వండిపెడతాను’ అన్నదామె.ఇంట్లో నువ్వులు మాత్రమే ఉన్నాయి. వాటితోనే ఏదో చేసి నలుగురు బ్రాహ్మణులకూ పెడదామని, నువ్వుల్ని కడిగిందామె. దంచింది. ఎండబోసింది. ఎండబోసిన నువ్వుల్ని చూసి కోడి వచ్చిందక్కడకి. ",50,30,10,10
"కాళ్ళతో వాటిని కెలికి, చెల్లాచెదురు చేసింది. బ్రాహ్మణుని భార్య అది చూసింది. అయ్యో అనుకుంది. కోడి కెలికిన నువ్వులు వంటకు పనికిరావు. అవి మైలపడినట్టే! ఇప్పుడేం చెయ్యాలి? భర్తను అడిగింది.‘చుట్టుపక్కల మార్చి చూడు. తెలివితేటలు ప్రదర్శించు’ అన్నాడు భర్త. భార్య పక్కింటికి వెళ్ళింది. అ ఇంటి ఇల్లాలిని పిలిచి, ఇలా అడిగింది.‘కడిగి, దంచి, ఎండబోసిన ఈ నువ్వులు తీసుకుని, ముడి నువ్వులుంటే నాకివ్వండి. ఎంతో మేలు చేసినవా రవుతారు.’ అడగడమే ఆలస్యం, ఆ ఇల్లాలు ముడి నువ్వులిచ్చేందుకు సిద్ధపడింది. గ మనించాడది ఆ ఇల్లాలు భర్త. ఇలా అన్నాడు.‘కడిగి, దంచి, ఎండబోసిన నువ్వులు నీకిచ్చి, ముడి నువ్వులు అడుగుతోందంటే ఇందు లో ఏదో తిరకాసుంది. అడిగి తెలుసుకో’",60,20,10,10
"ఆమె అడిగి తెలుసుకుందో లేదో నాకు తెలియదుగాని, నేనప్పణ్ణుంచీ ఓ నిజం తెలుసుకున్నాను. ఏ పనికయినా ఏదో ఒక కారణం ఉంటుంది. కారణాన్ని కనుక్కోవాలి. విషయానికి వస్తే ఒక చిన్న ఎలుక నిన్నింతలా ఇబ్బంది పెడుతూ, అంతెత్తున ఉన్న ఉట్టెకు ఎగురుతోందంటే ఏదో కారణం ఉంది. దాన్ని కనుక్కోవాలి. అంతేకాని, కర్రను కొడుతూ కూర్చుంటే లాభం లేదు’వీణాకర్ణుడు చెప్పింది నిజమే! ఏదో బలమైన కారణం ఉంది. అనుమానం లేదనుకుంటూ ఆలోచనలో పడ్డాడు చూడాకర్ణుడు. ఆలోచించాలోచించి ఓ నిర్ణయానికి వచ్చాడు. నా కలుగును తవ్వి పారేయాలను కున్నాడు. అంతపనీ చేశాడు.",70,10,10,10
"పలుగుతో నా కలుగు తవ్వేసి, అందులో నేను దాచుకున్న భోజన పదార్ధాలన్నీ తీసి విసిరేశాడు. దాచుకున్నదంతా పోయింది. తిండి కరువయి పోయింది. తిండి లేక కృశించిపోయాను. నీరసించిపోయి తిరుగుతోంటే నన్ను చూసి చూడాకర్ణుడు ఇలా అన్నాడు.‘చూడూ డబ్బున్నవాడే బలవంతుడు. డబ్బున్నవాడే పండితుడు. డబ్బుంటేనే సుఖాలు. డబ్బంటే నీ దృష్టిలో తిండి. ఆ తిండి నీకు లేదు. నేను తీసి పారేశాను. దాంతో నువ్వు ఎలా అయిపోయావు? చిక్కి శల్యమయిపోయావు. అందుకే డబ్బుండాలంటారు. డబ్బు లేకపోతే డుబ్బుకి కూడా పనికిరారు. అన్నీ బాధలే! డబ్బుంటే పేరుంటుంది. పౌరుషం ఉంటుంది. తెలివి తేటలూ, బంధుమిత్రులూ ఉంటారు. అదే డబ్బులేకపోతే ఇవేవీ ఉండవు. పేదరికం కంటే చావే మేలు. పేదరికంతో ఛస్తూ బతికేకంటే చావడం అంత గొప్పపని ఇంకొకటి లేదు. ఆరోగ్యం పోయినా బతకొచ్చు. మాటపడి పోయినా బతకొచ్చు. పేరూ వూరూ పోయినా బతకొచ్చు.",80,10,5,5
"బుద్ధి మార్చుకోనంటూ మొండిగా బతకొచ్చు. కాని, డబ్బు లేకుండా బతకడం చాలా కష్టం.’చూడాకర్ణుని మాటలకి ఎంతగానో ఏడ్చాను. ఉండలేకపోయానక్కడ. చెప్పుకోలేని బాధ. డబ్బు పోగొట్టుకున్న సంగతీ, మనోవ్యథా, ఇంట్లో వాళ్ళ ప్రవర్తనా, మోసం, అవమానం ఇవేవీ నలుగురికీ చెప్పుకోలేం. దేవుని దయ లేనప్పుడు, పరిస్థితులు అనుకూలించనప్పుడు, అభిమానవంతుడు ఉన్న వూరినీ, కన్నతల్లినీ విడిచి వెళ్ళడం న్యాయమే! అభిమానం కలవాడు శిరస్సు మీద పువ్వులా ఉండాలి, లేదంటే అడవిలో పువ్వులా ఎండలో మాడి మసి అయిపోవాలి. బిచ్చమెత్తుకుని బతికే కంటే చావడం మేలు అనుకున్నాను",90,5,3,2
" అయినా ఆశ చావలేదు. ఉన్న ఇంటిని వదిలిపెట్టలేకపోయాను. పొగొట్టుకున్న చోటే సంపాదించుకోవాలని తాపత్రయ పడ్డాను. ఆశ భ్రమల్ని రేపుతుంది. భ్రమలు దుఃఖాన్ని కలిగిస్తాయి. దుఃఖం మనిషిని నాశనం చేస్తుంది. అందుకే బుద్ధిమంతుడు ఆశకు అంటుకట్టడు.’’గతాన్నంతా గుర్తు చేసుకోవడంతో కళ్ళు చెమర్చాయి హిరణ్యకుడికి. అతనలా కళ్ళు చెమర్చుకోవడాన్ని చూసి లఘుపతనకుడూ, మంథరుడూ బాధగా ఒకరినొకరు చూసుకున్నారు.",10,80,5,5
